query_id,data,last_updated,status
5485685,"cumulative_usd_spent,cumulative_sol_spent,block_time
1.834291359223161e+08,4.173761336034149e+10,2025-11-21 05:59:44.000 UTC
",2025-11-21T17:30:36.726961,success
